line,part,cost,coreprice,qtyonhand,packs,sku
,14142579,39.33,,25,,BKNJ_14142579
,14142564,51.81,,18,,BKNJ_14142564
,14142572,38.67,,15,,BKNJ_14142572
,14142573,38.96,,9,,BKNJ_14142573
,14143511,56.03,,3,,BKNJ_14143511
,14142581,36.66,,8,,BKNJ_14142581
,14144071,34.93,,28,,BKNJ_14144071
,14144043,33.64,,2,,BKNJ_14144043
,14143512,56.03,,5,,BKNJ_14143512
,14144103,34.72,,3,,BKNJ_14144103
,14144041,33.58,,21,,BKNJ_14144041
,14143025,41.61,,2,,BKNJ_14143025
,14142561,44.13,,28,,BKNJ_14142561
,14142539,76.04,,1,,BKNJ_14142539
,14143007,36.36,,1,,BKNJ_14143007
,14144012,38.1,,2,,BKNJ_14144012
,14142574,38.96,,16,,BKNJ_14142574
,14144045,36.73,,2,,BKNJ_14144045
,14142602,68.44,,27,,BKNJ_14142602
,14142593,48.85,,31,,BKNJ_14142593
,14142525,63.85,,6,,BKNJ_14142525
,14144003,32.14,,15,,BKNJ_14144003
,14144091,34.86,,1,,BKNJ_14144091
,14144083,35.29,,1,,BKNJ_14144083
,14144039,34.3,,2,,BKNJ_14144039
,14142585,42.26,,18,,BKNJ_14142585
,14142556,43.76,,42,,BKNJ_14142556
,14144076,34.08,,1,,BKNJ_14144076
,14144088,43.19,,3,,BKNJ_14144088
,14144086,42.12,,3,,BKNJ_14144086
,14142578,37.3,,15,,BKNJ_14142578
,14143026,41.61,,1,,BKNJ_14143026
,14144087,43.19,,3,,BKNJ_14144087
,14144095,40.46,,1,,BKNJ_14144095
,14144047,36.01,,11,,BKNJ_14144047
,14142597,39.17,,22,,BKNJ_14142597
,14144075,34.08,,3,,BKNJ_14144075
,14142569,58.25,,1,,BKNJ_14142569
,14144063,36.81,,1,,BKNJ_14144063
,14144125,50.15,,11,,BKNJ_14144125
,14144151,57.33,,7,,BKNJ_14144151
,14144046,36.73,,2,,BKNJ_14144046
,14144147,44.61,,5,,BKNJ_14144147
,14144064,36.81,,1,,BKNJ_14144064
,14144113,45.62,,1,,BKNJ_14144113
,14144048,36.01,,10,,BKNJ_14144048
,14144089,43.32,,3,,BKNJ_14144089
,14144209,41.67,,25,,BKNJ_14144209
,14142586,42.26,,17,,BKNJ_14142586
,14144072,34.93,,23,,BKNJ_14144072
,14144184,45.62,,20,,BKNJ_14144184
,14144228,57.89,,44,,BKNJ_14144228
,14144096,40.46,,2,,BKNJ_14144096
,14144108,33.36,,12,,BKNJ_14144108
,14144107,33.36,,14,,BKNJ_14144107
,14144092,34.86,,1,,BKNJ_14144092
,14144189,46.04,,16,,BKNJ_14144189
,14144226,57.1,,7,,BKNJ_14144226
,14144241,44.04,,10,,BKNJ_14144241
,14144085,42.12,,1,,BKNJ_14144085
,14144111,36.09,,2,,BKNJ_14144111
,14143012,38.04,,5,,BKNJ_14143012
,14144152,57.33,,6,,BKNJ_14144152
,14142598,39.17,,14,,BKNJ_14142598
,14144223,52.87,,5,,BKNJ_14144223
,14144174,39.89,,32,,BKNJ_14144174
,14142577,37.3,,17,,BKNJ_14142577
,14144164,48.29,,30,,BKNJ_14144164
,14144062,31.21,,1,,BKNJ_14144062
,14144159,47.41,,2,,BKNJ_14144159
,14144193,39.53,,23,,BKNJ_14144193
,14144004,32.14,,18,,BKNJ_14144004
,14144178,58.33,,18,,BKNJ_14144178
,14142594,48.85,,35,,BKNJ_14142594
,14144177,58.33,,25,,BKNJ_14144177
,14144229,68.22,,3,,BKNJ_14144229
,14144099,37.66,,1,,BKNJ_14144099
,14144231,57.62,,36,,BKNJ_14144231
,14142562,44.13,,31,,BKNJ_14142562
,14142563,51.81,,18,,BKNJ_14142563
,14144109,40.77,,26,,BKNJ_14144109
,14144191,44.19,,4,,BKNJ_14144191
,14144203,46.41,,28,,BKNJ_14144203
,14144224,52.87,,5,,BKNJ_14144224
,14144106,36.51,,8,,BKNJ_14144106
,14144128,50.66,,1,,BKNJ_14144128
,14144204,46.41,,33,,BKNJ_14144204
,14144126,50.15,,10,,BKNJ_14144126
,14144172,42.12,,1,,BKNJ_14144172
,14144104,34.72,,1,,BKNJ_14144104
,14144112,36.09,,2,,BKNJ_14144112
,14144202,46.85,,2,,BKNJ_14144202
,14144181,41.25,,1,,BKNJ_14144181
,14144195,39.75,,10,,BKNJ_14144195
,14144205,43.83,,6,,BKNJ_14144205
,14144199,44.58,,23,,BKNJ_14144199
,14144182,41.25,,2,,BKNJ_14144182
,14144225,57.1,,6,,BKNJ_14144225
,14144138,53.52,,3,,BKNJ_14144138
,14144194,39.53,,32,,BKNJ_14144194
,14144161,57.89,,3,,BKNJ_14144161
,14144133,38.16,,4,,BKNJ_14144133
,14144173,39.89,,25,,BKNJ_14144173
,14144207,56.74,,10,,BKNJ_14144207
,14144142,41.61,,15,,BKNJ_14144142
,14144175,42.12,,41,,BKNJ_14144175
,14144222,44.19,,37,,BKNJ_14144222
,14144148,44.61,,7,,BKNJ_14144148
,14144137,53.52,,3,,BKNJ_14144137
,14144236,46.57,,28,,BKNJ_14144236
,14144132,41.82,,3,,BKNJ_14144132
,14144114,45.62,,1,,BKNJ_14144114
,14144156,40.46,,4,,BKNJ_14144156
,14144163,48.29,,27,,BKNJ_14144163
,14144157,45.62,,1,,BKNJ_14144157
,14144259,52.16,,24,,BKNJ_14144259
,14144196,39.75,,11,,BKNJ_14144196
,14144515,43.11,,20,,BKNJ_14144515
,14144221,44.19,,35,,BKNJ_14144221
,14144232,57.62,,36,,BKNJ_14144232
,14144179,56.96,,2,,BKNJ_14144179
,14144288,61.55,,49,,BKNJ_14144288
,14144139,34.3,,1,,BKNJ_14144139
,14144116,57.26,,23,,BKNJ_14144116
,14144544,47.64,,10,,BKNJ_14144544
,14144227,57.89,,39,,BKNJ_14144227
,14144282,58.79,,17,,BKNJ_14144282
,14144261,37.26,,26,,BKNJ_14144261
,14144572,40.77,,2,,BKNJ_14144572
,14144524,57.46,,1,,BKNJ_14144524
,14144507,38.67,,1,,BKNJ_14144507
,14144244,50.72,,20,,BKNJ_14144244
,14144552,59.41,,1,,BKNJ_14144552
,14144547,48,,1,,BKNJ_14144547
,14144271,45.73,,8,,BKNJ_14144271
,14144247,42.83,,4,,BKNJ_14144247
,14144506,54.81,,16,,BKNJ_14144506
,14144532,44.19,,25,,BKNJ_14144532
,14144529,43.55,,14,,BKNJ_14144529
,14144541,40.23,,1,,BKNJ_14144541
,14144272,45.73,,8,,BKNJ_14144272
,14144535,68.8,,1,,BKNJ_14144535
,14144578,50.87,,30,,BKNJ_14144578
,14144569,35.34,,22,,BKNJ_14144569
,14144558,41.4,,5,,BKNJ_14144558
,14144235,46.57,,28,,BKNJ_14144235
,14144573,46.77,,26,,BKNJ_14144573
,14144262,37.26,,28,,BKNJ_14144262
,14145031,33.94,,2,,BKNJ_14145031
,14144654,49.13,,26,,BKNJ_14144654
,14145074,37.6,,4,,BKNJ_14145074
,14144666,76.84,,16,,BKNJ_14144666
,14144581,75.82,,1,,BKNJ_14144581
,14144634,65.71,,1,,BKNJ_14144634
,14144663,47,,2,,BKNJ_14144663
,14144624,67.51,,21,,BKNJ_14144624
,14144584,47.2,,16,,BKNJ_14144584
,14144612,50.15,,17,,BKNJ_14144612
,14144592,50.79,,17,,BKNJ_14144592
,14144617,61.33,,24,,BKNJ_14144617
,14144589,55.89,,17,,BKNJ_14144589
,14144664,47,,2,,BKNJ_14144664
,14144641,65.34,,15,,BKNJ_14144641
,14161108,36.66,,13,,BKNJ_14161108
,14145562,52.51,,22,,BKNJ_14145562
,14158504,39.4,,3,,BKNJ_14158504
,14144627,48.91,,2,,BKNJ_14144627
,14145542,40.53,,1,,BKNJ_14145542
,14144658,49.71,,2,,BKNJ_14144658
,14144595,42.02,,18,,BKNJ_14144595
,14145085,48.65,,2,,BKNJ_14145085
,14145116,53.45,,1,,BKNJ_14145116
,14144653,49.13,,30,,BKNJ_14144653
,14144635,70.85,,7,,BKNJ_14144635
,14144644,54.53,,20,,BKNJ_14144644
,14151632,64.35,,18,,BKNJ_14151632
,14144643,54.53,,21,,BKNJ_14144643
,14145083,40.66,,4,,BKNJ_14145083
,14145517,64.51,,1,,BKNJ_14145517
,14146051,39.6,,2,,BKNJ_14146051
,14145086,48.65,,1,,BKNJ_14145086
,14144597,54.23,,39,,BKNJ_14144597
,14162073,23.6,,1,,BKNJ_14162073
,14145528,74.25,,1,,BKNJ_14145528
,14144652,73.11,,4,,BKNJ_14144652
,14144603,51.22,,29,,BKNJ_14144603
,14145113,44.85,,3,,BKNJ_14145113
,14144648,61.94,,22,,BKNJ_14144648
,14145561,52.51,,22,,BKNJ_14145561
,14145051,53.93,,1,,BKNJ_14145051
,14144582,75.82,,0,,BKNJ_14144582
,14145551,73.11,,1,,BKNJ_14145551
,14145048,35.15,,3,,BKNJ_14145048
,14151615,43.32,,17,,BKNJ_14151615
,14145094,49.64,,2,,BKNJ_14145094
,14146006,29.85,,2,,BKNJ_14146006
,14162142,44.76,,27,,BKNJ_14162142
,14161125,46.77,,15,,BKNJ_14161125
,14151629,59.89,,2,,BKNJ_14151629
,14161512,65.78,,1,,BKNJ_14161512
,14162602,84.57,,2,,BKNJ_14162602
,14158004,36.36,,20,,BKNJ_14158004
,14161132,48.49,,1,,BKNJ_14161132
,14162537,64.21,,2,,BKNJ_14162537
,14151651,59.89,,1,,BKNJ_14151651
,14162168,43.48,,5,,BKNJ_14162168
,14161156,38.16,,3,,BKNJ_14161156
,14162196,42.76,,1,,BKNJ_14162196
,14161082,31.21,,2,,BKNJ_14161082
,14151609,57.62,,2,,BKNJ_14151609
,14161023,22.3,,2,,BKNJ_14161023
,14161562,55.6,,11,,BKNJ_14161562
,14147046,67.22,,1,,BKNJ_14147046
,14161565,57.46,,9,,BKNJ_14161565
,14161542,64.07,,1,,BKNJ_14161542
,14151612,37.18,,2,,BKNJ_14151612
,14161568,58.25,,13,,BKNJ_14161568
,14158515,64.92,,5,,BKNJ_14158515
,14162139,44.85,,10,,BKNJ_14162139
,14162067,17.51,,23,,BKNJ_14162067
,14161129,55.82,,18,,BKNJ_14161129
,14156028,26.68,,1,,BKNJ_14156028
,14162115,26.62,,3,,BKNJ_14162115
,14161567,58.25,,16,,BKNJ_14161567
,14147026,35.29,,1,,BKNJ_14147026
,14161523,46.49,,12,,BKNJ_14161523
,14146093,37.66,,3,,BKNJ_14146093
,14147018,33.87,,2,,BKNJ_14147018
,14146042,35.65,,3,,BKNJ_14146042
,14145568,43.83,,12,,BKNJ_14145568
,14147047,54.7,,7,,BKNJ_14147047
,14161532,40.83,,9,,BKNJ_14161532
,14146536,54.59,,1,,BKNJ_14146536
,14161107,36.66,,10,,BKNJ_14161107
,14162088,25.47,,3,,BKNJ_14162088
,14145573,66.74,,1,,BKNJ_14145573
,14162596,51.87,,1,,BKNJ_14162596
,14162107,43.55,,14,,BKNJ_14162107
,14146549,53.09,,16,,BKNJ_14146549
,14146534,47.72,,3,,BKNJ_14146534
,14147037,47.94,,41,,BKNJ_14147037
,14161524,46.49,,14,,BKNJ_14161524
,14161091,35.87,,9,,BKNJ_14161091
,14151639,51.22,,7,,BKNJ_14151639
,14146059,48.2,,1,,BKNJ_14146059
,14151641,52.23,,8,,BKNJ_14151641
,14161555,64.28,,24,,BKNJ_14161555
,14158507,44.4,,26,,BKNJ_14158507
,14146523,51.58,,21,,BKNJ_14146523
,14161558,51.72,,24,,BKNJ_14161558
,14147016,61.99,,1,,BKNJ_14147016
,14158007,55.72,,20,,BKNJ_14158007
,14162132,34.3,,13,,BKNJ_14162132
,14151618,78.27,,2,,BKNJ_14151618
,14162571,50.51,,1,,BKNJ_14162571
,14147031,52.73,,1,,BKNJ_14147031
,14162561,52.73,,1,,BKNJ_14162561
,14147041,64.69,,21,,BKNJ_14147041
,14146095,42.55,,1,,BKNJ_14146095
,14161122,53.59,,1,,BKNJ_14161122
,14161003,100.79,,4,,BKNJ_14161003
,14146092,50.45,,1,,BKNJ_14146092
,14161517,27.97,,2,,BKNJ_14161517
,14162566,66.14,,1,,BKNJ_14162566
,14162089,34.79,,4,,BKNJ_14162089
,14151628,63.07,,24,,BKNJ_14151628
,14146048,51.22,,3,,BKNJ_14146048
,14162601,84.57,,1,,BKNJ_14162601
,14151642,52.23,,8,,BKNJ_14151642
,14147506,39.33,,18,,BKNJ_14147506
,14161014,27.19,,1,,BKNJ_14161014
,14161557,51.72,,19,,BKNJ_14161557
,14161548,70.3,,16,,BKNJ_14161548
,14162046,17.51,,22,,BKNJ_14162046
,14161004,100.79,,5,,BKNJ_14161004
,14151659,47.34,,6,,BKNJ_14151659
,14162101,54.74,,1,,BKNJ_14162101
,14162086,55.97,,3,,BKNJ_14162086
,14161545,64.28,,17,,BKNJ_14161545
,14162167,43.48,,8,,BKNJ_14162167
,14162591,65.21,,1,,BKNJ_14162591
,14161095,51.22,,10,,BKNJ_14161095
,14146027,35.29,,1,,BKNJ_14146027
,14146088,50.58,,3,,BKNJ_14146088
,14147038,47.94,,46,,BKNJ_14147038
,14145572,57.07,,9,,BKNJ_14145572
,14146041,35.65,,4,,BKNJ_14146041
,14147025,35.29,,4,,BKNJ_14147025
,14161134,69.73,,2,,BKNJ_14161134
,14146043,40.17,,1,,BKNJ_14146043
,14151623,51.64,,3,,BKNJ_14151623
,14146078,50.72,,1,,BKNJ_14146078
,14151631,64.35,,16,,BKNJ_14151631
,14146066,53.81,,1,,BKNJ_14146066
,14146079,42.26,,4,,BKNJ_14146079
,14145575,69.14,,11,,BKNJ_14145575
,14162075,23.32,,1,,BKNJ_14162075
,14145571,57.07,,17,,BKNJ_14145571
,14146557,40.31,,13,,BKNJ_14146557
,14161024,22.3,,2,,BKNJ_14161024
,14146554,46.49,,4,,BKNJ_14146554
,14146029,33.87,,3,,BKNJ_14146029
,14161092,35.87,,11,,BKNJ_14161092
,14147029,55.97,,3,,BKNJ_14147029
,14147513,47.84,,21,,BKNJ_14147513
,14146558,40.31,,13,,BKNJ_14146558
,14145582,71.6,,1,,BKNJ_14145582
,14147017,33.87,,2,,BKNJ_14147017
,14156027,26.68,,4,,BKNJ_14156027
,14146037,35.8,,4,,BKNJ_14146037
,14146028,35.29,,1,,BKNJ_14146028
,14146075,43.83,,3,,BKNJ_14146075
,14146535,54.59,,1,,BKNJ_14146535
,14146087,50.58,,1,,BKNJ_14146087
,14158519,70.87,,19,,BKNJ_14158519
,14146038,35.8,,7,,BKNJ_14146038
,14162095,49.14,,1,,BKNJ_14162095
,14146547,37.23,,23,,BKNJ_14146547
,14147505,39.33,,18,,BKNJ_14147505
,14145576,70.5,,8,,BKNJ_14145576
,14146047,51.22,,5,,BKNJ_14146047
,14146091,50.45,,1,,BKNJ_14146091
,14146519,44.48,,1,,BKNJ_14146519
,14158026,50.37,,13,,BKNJ_14158026
,14146076,43.83,,5,,BKNJ_14146076
,14151625,45.77,,13,,BKNJ_14151625
,14146094,37.66,,4,,BKNJ_14146094
,14146518,88.11,,1,,BKNJ_14146518
,14146049,42.47,,4,,BKNJ_14146049
,14146548,37.23,,23,,BKNJ_14146548
,14151656,55.7,,16,,BKNJ_14151656
,14147045,67.22,,1,,BKNJ_14147045
,14162122,34.86,,25,,BKNJ_14162122
,14146552,41.31,,2,,BKNJ_14146552
,14146055,43.04,,20,,BKNJ_14146055
,14146082,58.46,,3,,BKNJ_14146082
,14146537,38.32,,2,,BKNJ_14146537
,14146077,50.72,,3,,BKNJ_14146077
,14151626,45.77,,13,,BKNJ_14151626
,14146513,70.3,,1,,BKNJ_14146513
,14161006,103.16,,5,,BKNJ_14161006
,14146524,51.58,,21,,BKNJ_14146524
,14161133,69.73,,2,,BKNJ_14161133
,14146521,52.08,,3,,BKNJ_14146521
,14147032,52.73,,2,,BKNJ_14147032
,14147035,45.21,,10,,BKNJ_14147035
,14147048,54.7,,6,,BKNJ_14147048
,14147501,36.44,,1,,BKNJ_14147501
,14151648,64.92,,11,,BKNJ_14151648
,14151662,48.77,,2,,BKNJ_14151662
,14151668,64.07,,2,,BKNJ_14151668
,14161143,55.11,,14,,BKNJ_14161143
,14161117,47.48,,8,,BKNJ_14161117
,14161146,42.19,,4,,BKNJ_14161146
,14161144,55.11,,13,,BKNJ_14161144
,14161526,50.15,,14,,BKNJ_14161526
,14161531,40.83,,5,,BKNJ_14161531
,14162589,69.09,,2,,BKNJ_14162589
,14162049,21.47,,15,,BKNJ_14162049
,14162106,17.36,,6,,BKNJ_14162106
,14162545,74.25,,1,,BKNJ_14162545
,14162568,64.57,,1,,BKNJ_14162568
,14161561,55.6,,7,,BKNJ_14161561
,14162547,71.68,,1,,BKNJ_14162547
,14162553,44.4,,6,,BKNJ_14162553
,14162109,33,,13,,BKNJ_14162109
,14162512,55.36,,1,,BKNJ_14162512
,14162502,69.09,,8,,BKNJ_14162502
,14162127,58.91,,1,,BKNJ_14162127
,14161553,61.7,,9,,BKNJ_14161553
,14162026,57.72,,25,,BKNJ_14162026
,14162523,69.09,,1,,BKNJ_14162523
,14162562,52.73,,1,,BKNJ_14162562
,14162125,44.91,,4,,BKNJ_14162125
,14162124,33.36,,21,,BKNJ_14162124
,14162038,22.24,,20,,BKNJ_14162038
,14162548,71.68,,1,,BKNJ_14162548
,14162058,21.38,,2,,BKNJ_14162058
,14162206,46.13,,1,,BKNJ_14162206
,14162556,53.09,,3,,BKNJ_14162556
,14162576,61.55,,1,,BKNJ_14162576
,14145588,71.6,,6,,BKNJ_14145588
,14156033,22.82,,6,,BKNJ_14156033
,14161115,57.74,,1,,BKNJ_14161115
,14162084,45.27,,6,,BKNJ_14162084
,14162083,45.27,,4,,BKNJ_14162083
,14162158,77.13,,1,,BKNJ_14162158
,14158024,47.34,,16,,BKNJ_14158024
,14162149,41.82,,17,,BKNJ_14162149
,14161175,52.16,,5,,BKNJ_14161175
,14158006,43.83,,30,,BKNJ_14158006
,14158009,56.25,,16,,BKNJ_14158009
,14162184,75.33,,1,,BKNJ_14162184
,14158503,39.4,,3,,BKNJ_14158503
,14158502,37.02,,4,,BKNJ_14158502
,14162586,63.07,,1,,BKNJ_14162586
,14161183,83.21,,2,,BKNJ_14161183
,14161109,58.04,,2,,BKNJ_14161109
,TO8250ET,277.99,,1,,GNDX_TO8250ET
,GM8026ET,308.66,,3,,GNDX_GM8026ET
,23600,16.39,,32,,FBHK_23600
,23400,13.42,,16,,FBHK_23400
,26458,16.38,,7,,FBHK_26458
,26457,15.16,,1,,FBHK_26457
,25416,21.93,,72,,FBHK_25416
,25611,52.56,,35,,FBHK_25611
,25606,34.59,,83,,FBHK_25606
,26444,11.53,,2,,FBHK_26444
,26453,21.88,,3,,FBHK_26453
,26441,12.96,,1,,FBHK_26441
,25801,67.19,,4,,FBHK_25801
,25802,73.08,,1,,FBHK_25802
,25417,32.84,,79,,FBHK_25417
,26459,18.74,,8,,FBHK_26459
,26454,27.25,,14,,FBHK_26454
,25405,30.79,,9,,FBHK_25405
,25420,24.63,,53,,FBHK_25420
,25409,26.11,,63,,FBHK_25409
,26461,21.91,,75,,FBHK_26461
,25602,53.43,,8,,FBHK_25602
,23800,21.38,,32,,FBHK_23800
,25419,26.24,,61,,FBHK_25419
,25408,21.78,,7,,FBHK_25408
,25410,32.61,,71,,FBHK_25410
,25604,49.09,,8,,FBHK_25604
,25423,29.74,,67,,FBHK_25423
,26460,20.34,,23,,FBHK_26460
,25413,38.83,,84,,FBHK_25413
,25605,35.17,,100,,FBHK_25605
,25601,36.81,,52,,FBHK_25601
,25406,38.78,,5,,FBHK_25406
,25610,41.77,,61,,FBHK_25610
,25402,33.6,,4,,FBHK_25402
,25609,46.7,,7,,FBHK_25609
,25414,42.41,,82,,FBHK_25414
,25608,58.22,,75,,FBHK_25608
,25415,31.33,,6,,FBHK_25415
,25412,22.71,,39,,FBHK_25412
,26464,20.48,,76,,FBHK_26464
,25418,44.82,,86,,FBHK_25418
,26463,25.01,,55,,FBHK_26463
,26462,25.59,,4,,FBHK_26462
,26653,24.53,,60,,FBHK_26653
,26652,18.49,,15,,FBHK_26652
,26657,19.56,,37,,FBHK_26657
,26663,23.57,,81,,FBHK_26663
,26660,21.24,,17,,FBHK_26660
,26661,22.67,,9,,FBHK_26661
,26670,33.91,,55,,FBHK_26670
,26673,26.37,,44,,FBHK_26673
,26674,21.9,,48,,FBHK_26674
,26676,27.13,,4,,FBHK_26676
,26684,23.74,,78,,FBHK_26684
,26680,23.67,,8,,FBHK_26680
,26468,19.46,,67,,FBHK_26468
,26467,28.4,,90,,FBHK_26467
,26637,16.92,,23,,FBHK_26637
,26627,18.97,,21,,FBHK_26627
,26645,24.1,,31,,FBHK_26645
,26646,15.22,,2,,FBHK_26646
,26659,22.08,,2,,FBHK_26659
,26656,14.19,,2,,FBHK_26656
,26668,19.04,,9,,FBHK_26668
,26669,19.83,,79,,FBHK_26669
,26677,31.86,,84,,FBHK_26677
,26678,32.22,,35,,FBHK_26678
,26688,29.9,,77,,FBHK_26688
,26675,25.85,,81,,FBHK_26675
,26683,28.39,,60,,FBHK_26683
,26681,28.6,,76,,FBHK_26681
,26687,21.09,,89,,FBHK_26687
,26689,22.05,,77,,FBHK_26689
,26466,20.09,,73,,FBHK_26466
,26603,10.52,,5,,FBHK_26603
,26465,23.92,,70,,FBHK_26465
,26629,14.91,,3,,FBHK_26629
,26469,16.33,,10,,FBHK_26469
,26643,18.45,,49,,FBHK_26643
,26641,18.66,,4,,FBHK_26641
,26685,25.83,,57,,FBHK_26685
,26639,20.7,,56,,FBHK_26639
,26682,29.41,,2,,FBHK_26682
,26823,25.24,,52,,FBHK_26823
,26868,20.27,,1,,FBHK_26868
,6468,30.61,,5,,FBHK_6468
,3801,35.45,,1,,FBHK_3801
,6641,36.69,,1,,FBHK_6641
,26875,16.47,,7,,FBHK_26875
,6459,24.45,,2,,FBHK_6459
,6662,35.43,,2,,FBHK_6662
,6466,31.27,,2,,FBHK_6466
,26693,24.47,,66,,FBHK_26693
,26820,23.61,,86,,FBHK_26820
,3800,31.79,,14,,FBHK_3800
,26865,24.36,,39,,FBHK_26865
,26694,27.12,,115,,FBHK_26694
,6467,43.6,,2,,FBHK_6467
,6469,27.62,,2,,FBHK_6469
,6637,32.34,,5,,FBHK_6637
,6629,29.94,,2,,FBHK_6629
,26698,28.04,,3,,FBHK_26698
,26838,24.7,,59,,FBHK_26838
,6660,34.78,,2,,FBHK_6660
,3802,33.55,,4,,FBHK_3802
,6684,38.59,,3,,FBHK_6684
,26691,27.45,,83,,FBHK_26691
,6465,37.93,,1,,FBHK_6465
,6620,28.61,,1,,FBHK_6620
,26810,23.91,,35,,FBHK_26810
,6653,42.72,,2,,FBHK_6653
,6643,33.06,,1,,FBHK_6643
,26827,21.86,,5,,FBHK_26827
,6663,37.57,,3,,FBHK_6663
,6681,43.05,,3,,FBHK_6681
,26692,24.92,,80,,FBHK_26692
,26870,21.68,,34,,FBHK_26870
,26695,24.99,,74,,FBHK_26695
,26697,26.23,,111,,FBHK_26697
,26874,20.75,,84,,FBHK_26874
,26818,21.4,,13,,FBHK_26818
,6675,41.43,,2,,FBHK_6675
,6908,42.59,,3,,FBHK_6908
,6838,40.08,,1,,FBHK_6838
,6691,44.4,,6,,FBHK_6691
,6894,50.42,,2,,FBHK_6894
,6695,38.92,,3,,FBHK_6695
,6937K,94,,4,,FBHK_6937K
,6692,38.79,,2,,FBHK_6692
,6686,51.42,,5,,FBHK_6686
,6897,43.24,,1,,FBHK_6897
,6892,48.19,,6,,FBHK_6892
,6880,42.62,,5,,FBHK_6880
,6915,84.12,,4,,FBHK_6915
,7453,29.02,,1,,FBHK_7453
,6818,37.83,,1,,FBHK_6818
,6899,33.77,,1,,FBHK_6899
,6694,43.86,,15,,FBHK_6694
,7521,33.03,,4,,FBHK_7521
,6820,41.39,,3,,FBHK_6820
,6911,45.63,,5,,FBHK_6911
,7542,30.98,,1,,FBHK_7542
,6862,40.7,,1,,FBHK_6862
,6827,41.59,,1,,FBHK_6827
,6696,40.91,,3,,FBHK_6696
,6923,42.25,,4,,FBHK_6923
,6874,38.65,,3,,FBHK_6874
,6687,33.69,,9,,FBHK_6687
,6900,51.78,,2,,FBHK_6900
,6914,83.9,,1,,FBHK_6914
,6688,46.09,,3,,FBHK_6688
,7423,13.65,,1,,FBHK_7423
,6898,48.03,,1,,FBHK_6898
,6693,39.2,,5,,FBHK_6693
,6889,40.43,,6,,FBHK_6889
,6926,59.98,,2,,FBHK_6926
,7497,22.03,,11,,FBHK_7497
,6823,44.1,,3,,FBHK_6823
,6906,47.77,,5,,FBHK_6906
,6902,48.29,,0,,FBHK_6902
,6697,38.87,,4,,FBHK_6697
,7475,24.86,,2,,FBHK_7475
,7689,36.59,,6,,FBHK_7689
,7660,35.26,,1,,FBHK_7660
,7694,70.73,,7,,FBHK_7694
,7696,37.95,,6,,FBHK_7696
,7728,41.64,,5,,FBHK_7728
,7733,34.67,,17,,FBHK_7733
,7720,57.55,,6,,FBHK_7720
,7805,26.16,,1,,FBHK_7805
,7737,58.33,,2,,FBHK_7737
,7816,23.68,,3,,FBHK_7816
,7813,34.86,,3,,FBHK_7813
,7819,24.59,,2,,FBHK_7819
,7847,52.81,,5,,FBHK_7847
,7570,40.21,,7,,FBHK_7570
,7645,31.94,,1,,FBHK_7645
,7540,27.68,,2,,FBHK_7540
,7837,42.53,,3,,FBHK_7837
,7624,39.14,,8,,FBHK_7624
,7673,56.67,,18,,FBHK_7673
,7659,39.23,,1,,FBHK_7659
,7703,38.92,,10,,FBHK_7703
,7695,34.63,,4,,FBHK_7695
,7734,49.64,,8,,FBHK_7734
,7730,70.86,,3,,FBHK_7730
,7815,35.31,,16,,FBHK_7815
,7836,29.41,,1,,FBHK_7836
,7839,46.57,,1,,FBHK_7839
,7738K,38.47,,2,,FBHK_7738K
,7834,39.26,,2,,FBHK_7834
,7853,40.49,,5,,FBHK_7853
,7850,43.73,,2,,FBHK_7850
,7842,32.3,,12,,FBHK_7842
,7619,25.12,,2,,FBHK_7619
,7587,36.3,,4,,FBHK_7587
,7603,30.07,,1,,FBHK_7603
,7649,35.78,,10,,FBHK_7649
,7658,35.38,,4,,FBHK_7658
,7648,28.02,,14,,FBHK_7648
,7843,33.89,,6,,FBHK_7843
,7849,56.98,,2,,FBHK_7849
,7886,56.23,,2,,FBHK_7886
,7891,61.33,,1,,FBHK_7891
,8852,33.46,,1,,FBHK_8852
,7881,72,,7,,FBHK_7881
,9404,18.42,,2,,FBHK_9404
,7893,32.81,,7,,FBHK_7893
,9613,23.43,,6,,FBHK_9613
,9615,24.71,,6,,FBHK_9615
,9492,21.09,,2,,FBHK_9492
,9644,29.06,,1,,FBHK_9644
,9848,23.31,,7,,FBHK_9848
,9630,23.94,,2,,FBHK_9630
,9885,28.55,,1,,FBHK_9885
,7854,45.12,,1,,FBHK_7854
,7862,65.56,,8,,FBHK_7862
,7873,71.84,,15,,FBHK_7873
,7877,67.75,,8,,FBHK_7877
,7887,61.83,,2,,FBHK_7887
,7886K,78.51,,4,,FBHK_7886K
,9878,27.88,,1,,FBHK_9878
,7891K,99.1,,3,,FBHK_7891K
,801W,25.05,,1,,FBHK_801W
,9485,23.26,,1,,FBHK_9485
,9537,35.4,,3,,FBHK_9537
,9638,21.76,,4,,FBHK_9638
,9826,41.06,,1,,FBHK_9826
,9628,24.32,,18,,FBHK_9628
,9872,28.15,,1,,FBHK_9872
,9947,204.29,,1,,FBHK_9947
,9896,31.55,,4,,FBHK_9896
,7867,40.16,,7,,FBHK_7867
,7874,62.72,,11,,FBHK_7874
,A102T,9.95,,3,,FBHK_A102T
,7851,43.84,,3,,FBHK_7851
,7884,59.85,,8,,FBHK_7884
,7884K,83.74,,4,,FBHK_7884K
,A121L,14.5,,2,,FBHK_A121L
